Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
42,Yes,Travel_Rarely,108,Research & Development,1,2,Marketing,1,43,4,Female,69,2,1,Healthcare Representative,4,Single,2519,4733,4,Y,No,21,3,1,80,1,6,5,4,0,0,0,0
33,No,Travel_Rarely,1361,Research & Development,2,4,Medical,1,44,2,Male,91,2,3,Research Scientist,3,Married,7540,26119,4,Y,No,13,3,3,80,2,25,3,3,20,1,0,1
34,Yes,Travel_Rarely,152,Research & Development,6,5,Life Sciences,1,45,4,Male,43,3,4,Manufacturing Director,2,Single,10472,15208,1,Y,No,21,3,1,80,1,9,3,4,3,0,0,1
35,Yes,Travel_Frequently,876,Human Resources,1,3,Human Resources,1,46,3,Male,55,2,1,Human Resources,3,Divorced,1961,10017,4,Y,No,15,3,4,80,0,17,3,3,13,0,1,0
31,No,Travel_Rarely,389,Research & Development,29,3,Medical,1,47,4,Female,95,2,2,Healthcare Representative,4,Single,5323,13306,0,Y,No,13,4,3,80,1,17,3,3,16,14,1,8
28,Yes,Travel_Rarely,851,Sales,23,3,Marketing,1,48,4,Male,69,3,2,Sales Executive,3,Divorced,5163,10050,4,Y,Yes,11,4,1,80,1,3,4,4,1,1,1,1
35,Yes,Travel_Frequently,520,Sales,1,3,Marketing,1,49,2,Male,89,4,1,Sales Representative,4,Married,2035,11335,0,Y,Yes,23,3,3,80,1,10,4,2,1,0,1,1
39,Yes,Travel_Rarely,603,Research & Development,1,2,Life Sciences,1,50,3,Male,72,3,3,Research Scientist,4,Single,7990,12667,0,Y,Yes,13,3,1,80,0,11,5,4,4,0,0,0
35,Yes,Travel_Frequently,192,Research & Development,2,2,Life Sciences,1,51,3,Female,59,3,5,Manager,3,Divorced,12110,6821,1,Y,No,13,3,4,80,0,7,3,3,1,0,0,0
25,Yes,Travel_Frequently,203,Human Resources,4,2,Human Resources,1,52,4,Female,73,3,1,Human Resources,2,Married,2760,14877,6,Y,Yes,20,3,3,80,2,9,3,3,0,0,0,0
39,No,Travel_Rarely,103,Research & Development,5,4,Technical Degree,1,53,4,Male,99,3,3,Research Scientist,4,Single,8108,6050,2,Y,No,23,3,2,80,0,13,2,2,6,0,4,2
40,No,Travel_Rarely,944,Sales,8,1,Marketing,1,54,4,Female,33,3,3,Sales Executive,3,Single,7337,26952,0,Y,No,16,3,1,80,2,15,4,3,13,0,1,0
42,Yes,Travel_Frequently,1276,Research & Development,1,4,Life Sciences,1,55,2,Female,85,3,2,Laboratory Technician,2,Divorced,4679,4657,3,Y,Yes,22,3,4,80,1,9,4,3,1,1,0,1
42,Yes,Travel_Rarely,1131,Research & Development,1,2,Medical,1,56,1,Female,61,2,5,Manager,1,Married,12615,26644,6,Y,Yes,18,3,3,80,0,12,4,4,9,0,1,6
55,No,Travel_Frequently,1127,Research & Development,14,3,Medical,1,57,4,Female,95,3,5,Research Director,2,Divorced,11267,23146,0,Y,No,17,3,1,80,2,5,2,3,5,1,0,3
27,Yes,Non-Travel,829,Sales,13,2,Marketing,1,58,4,Male,79,2,1,Sales Representative,2,Married,1931,11870,2,Y,No,22,3,1,80,0,5,2,3,5,1,0,0
34,Yes,Travel_Rarely,1042,Research & Development,1,5,Medical,1,59,4,Male,79,3,5,Manager,3,Single,12195,22722,6,Y,No,20,3,1,80,0,6,3,3,3,3,2,3
47,Yes,Travel_Frequently,315,Sales,7,4,Medical,1,60,3,Male,58,3,1,Sales Representative,4,Married,2773,5384,6,Y,Yes,12,3,3,80,1,21,3,4,19,5,4,0
36,Yes,Travel_Rarely,676,Research & Development,29,5,Life Sciences,1,61,4,Male,64,3,1,Laboratory Technician,4,Single,3062,24308,3,Y,No,20,3,1,80,1,12,2,3,6,3,5,5
24,No,Travel_Frequently,1361,Research & Development,1,4,Technical Degree,1,62,3,Male,38,4,5,Manufacturing Director,3,Single,12023,17281,3,Y,No,18,4,3,80,1,10,3,4,6,2,6,2
41,Yes,Travel_Rarely,1453,Research & Development,13,3,Medical,1,63,1,Male,51,2,1,Laboratory Technician,1,Married,2418,20604,2,Y,No,12,3,4,80,0,12,3,4,4,4,1,0
49,Yes,Travel_Rarely,688,Research & Development,3,2,Life Sciences,1,64,3,Female,54,3,5,Manager,1,Married,13128,23933,3,Y,No,19,3,3,80,0,3,6,2,3,1,3,3
24,No,Travel_Rarely,1237,Human Resources,14,3,Life Sciences,1,65,3,Male,58,1,2,Human Resources,3,Single,5072,10748,2,Y,No,12,3,1,80,1,5,2,4,3,1,0,0
30,Yes,Travel_Rarely,596,Sales,1,5,Life Sciences,1,66,1,Female,94,4,3,Sales Executive,2,Single,7083,2606,4,Y,No,16,4,3,80,1,8,2,4,4,0,0,0
30,No,Travel_Rarely,654,Sales,15,2,Life Sciences,1,67,4,Male,33,4,3,Sales Executive,4,Married,7834,20955,3,Y,No,13,3,1,80,0,12,3,4,3,3,0,3
21,Yes,Travel_Rarely,1033,Research & Development,2,3,Medical,1,68,4,Male,80,3,2,Research Scientist,1,Single,5393,7430,4,Y,No,22,4,1,80,3,2,4,2,1,1,1,1
35,Yes,Travel_Rarely,359,Research & Development,7,1,Life Sciences,1,69,2,Male,59,2,1,Laboratory Technician,4,Married,2970,11273,2,Y,No,11,3,4,80,0,7,4,4,5,0,0,5
46,Yes,Travel_Rarely,794,Research & Development,3,2,Medical,1,70,2,Female,44,3,4,Manager,3,Single,10570,5321,2,Y,No,23,3,1,80,1,1,3,3,0,0,0,0
36,No,Non-Travel,162,Sales,3,3,Life Sciences,1,71,3,Male,89,3,2,Sales Executive,2,Married,5024,18786,1,Y,No,15,3,4,80,0,19,3,3,15,1,1,2
47,No,Travel_Rarely,1133,Research & Development,6,5,Life Sciences,1,72,2,Male,34,4,5,Research Director,2,Married,13130,8847,3,Y,No,16,3,2,80,2,12,2,4,5,3,0,5
37,Yes,Travel_Frequently,470,Research & Development,1,2,Marketing,1,73,4,Male,90,3,4,Manager,4,Divorced,10245,2410,4,Y,Yes,19,3,2,80,0,18,3,4,9,1,0,2
36,No,Travel_Rarely,1395,Research & Development,7,3,Medical,1,74,3,Male,72,4,1,Laboratory Technician,4,Married,2842,22269,3,Y,No,18,3,4,80,1,22,3,3,22,2,4,1
42,Yes,Non-Travel,852,Research & Development,3,3,Medical,1,75,2,Female,81,4,4,Manufacturing Director,1,Single,9642,11790,1,Y,Yes,23,3,3,80,3,10,3,3,3,1,3,1
33,Yes,Non-Travel,686,Research & Development,11,3,Marketing,1,76,3,Male,40,3,1,Healthcare Representative,2,Married,2112,23363,4,Y,Yes,16,3,4,80,1,7,2,3,2,2,1,0
18,Yes,Travel_Rarely,283,Sales,6,5,Marketing,1,77,3,Male,49,2,2,Sales Executive,2,Single,4825,16394,0,Y,No,19,3,1,80,1,8,3,4,2,1,0,0
45,Yes,Travel_Frequently,157,Research & Development,26,3,Medical,1,78,3,Female,31,2,2,Laboratory Technician,4,Married,4762,13809,0,Y,Yes,15,3,4,80,0,14,6,4,8,0,0,0
56,Yes,Non-Travel,371,Research & Development,10,3,Life Sciences,1,79,4,Female,58,3,2,Laboratory Technician,4,Divorced,5162,15388,3,Y,Yes,20,4,3,80,1,21,3,1,16,0,0,0
57,Yes,Travel_Rarely,1118,Research & Development,6,4,Medical,1,80,4,Male,81,3,4,Research Director,4,Divorced,10341,17440,1,Y,Yes,18,3,4,80,1,12,3,4,12,0,5,0
60,No,Travel_Rarely,1255,Sales,1,3,Life Sciences,1,81,3,Female,98,3,2,Sales Executive,2,Single,4866,18211,4,Y,No,20,3,2,80,0,12,3,4,6,3,1,0
34,Yes,Travel_Rarely,846,Sales,1,3,Medical,1,82,2,Male,63,3,3,Sales Executive,2,Divorced,6995,18522,2,Y,Yes,13,3,3,80,0,0,2,4,0,0,0,0
44,Yes,Travel_Rarely,634,Human Resources,12,5,Life Sciences,1,83,3,Male,94,4,1,Human Resources,4,Married,2588,26805,3,Y,No,16,3,1,80,0,22,3,4,19,2,1,3
28,Yes,Travel_Rarely,1098,Research & Development,4,4,Medical,1,84,3,Female,49,3,1,Healthcare Representative,4,Single,3320,20757,3,Y,No,24,3,4,80,0,9,1,4,5,2,0,1
31,Yes,Travel_Rarely,969,Research & Development,1,3,Medical,1,85,3,Male,96,1,1,Healthcare Representative,3,Divorced,2869,2134,1,Y,No,23,3,4,80,1,6,4,2,3,3,2,0
30,No,Travel_Rarely,482,Research & Development,4,3,Life Sciences,1,86,2,Female,71,1,3,Research Scientist,3,Married,7478,7097,2,Y,No,20,3,1,80,1,17,3,4,8,3,0,1
45,Yes,Travel_Frequently,548,Sales,4,2,Other,1,87,4,Male,84,3,1,Sales Representative,1,Single,2824,13278,1,Y,No,22,3,4,80,0,4,5,2,4,2,0,4
35,Yes,Travel_Rarely,1215,Research & Development,7,2,Life Sciences,1,88,1,Female,56,3,2,Laboratory Technician,4,Single,5154,2278,4,Y,Yes,24,3,3,80,1,6,3,4,0,0,0,0
25,Yes,Travel_Rarely,1030,Research & Development,2,2,Life Sciences,1,89,2,Female,52,3,3,Research Scientist,4,Single,7426,25809,2,Y,Yes,16,3,3,80,0,10,0,4,7,3,1,4
30,Yes,Travel_Frequently,580,Research & Development,2,3,Technical Degree,1,90,3,Female,48,2,1,Laboratory Technician,2,Married,1930,25732,3,Y,No,19,3,3,80,3,20,2,3,11,0,4,3
20,Yes,Travel_Rarely,472,Research & Development,1,4,Life Sciences,1,91,3,Male,78,3,2,Laboratory Technician,2,Single,4712,19320,2,Y,No,21,3,3,80,0,12,3,4,5,1,0,1
23,Yes,Travel_Rarely,1138,Research & Development,4,4,Other,1,92,4,Female,56,4,2,Research Scientist,2,Divorced,5646,20795,2,Y,Yes,23,3,3,80,1,4,3,3,3,3,1,3
47,No,Travel_Frequently,428,Research & Development,8,3,Other,1,93,2,Male,31,3,5,Manager,3,Married,12819,9172,0,Y,No,12,3,3,80,1,33,3,4,29,6,2,0
31,Yes,Travel_Rarely,739,Human Resources,1,2,Human Resources,1,94,3,Male,39,3,4,Manager,2,Divorced,9605,17124,3,Y,No,12,3,2,80,0,7,1,4,1,0,1,1
32,Yes,Travel_Frequently,694,Research & Development,1,3,Medical,1,95,4,Male,96,3,2,Laboratory Technician,1,Married,5067,24472,1,Y,Yes,11,3,4,80,0,10,3,1,5,3,0,2
48,Yes,Travel_Rarely,222,Human Resources,2,3,Technical Degree,1,96,2,Male,37,4,2,Human Resources,1,Single,5353,22609,3,Y,No,13,3,1,80,0,11,5,4,2,2,1,2
40,Yes,Travel_Rarely,1203,Research & Development,11,3,Life Sciences,1,97,2,Male,49,3,5,Manager,4,Single,12584,5007,1,Y,Yes,22,3,3,80,3,13,4,2,4,2,0,3
32,Yes,Travel_Rarely,1102,Research & Development,9,4,Medical,1,98,3,Female,74,2,1,Healthcare Representative,3,Married,3038,18245,3,Y,No,12,4,4,80,0,8,3,3,1,1,1,1
18,Yes,Travel_Rarely,843,Research & Development,7,4,Medical,1,99,1,Male,85,2,1,Laboratory Technician,1,Married,1745,23778,2,Y,No,11,3,2,80,1,11,2,3,8,3,4,0
33,Yes,Travel_Rarely,255,Sales,2,4,Marketing,1,100,1,Female,52,2,2,Sales Executive,1,Married,4494,22691,2,Y,No,23,3,4,80,0,19,2,3,15,2,1,0
24,Yes,Travel_Rarely,458,Human Resources,2,3,Human Resources,1,101,4,Male,59,4,1,Human Resources,4,Single,2231,22063,3,Y,No,16,3,1,80,3,4,4,4,0,0,0,0
39,Yes,Travel_Rarely,624,Research & Development,4,3,Technical Degree,1,102,3,Female,52,4,5,Manufacturing Director,4,Married,11781,7777,2,Y,No,23,4,4,80,0,18,3,1,18,1,0,1
31,Yes,Travel_Rarely,175,Human Resources,16,4,Human Resources,1,103,4,Female,78,3,2,Human Resources,4,Married,4485,22551,7,Y,No,11,3,2,80,1,2,3,3,0,0,0,0
38,Yes,Travel_Rarely,239,Research & Development,18,1,Medical,1,104,2,Male,33,3,5,Manager,2,Married,12441,21491,5,Y,No,19,3,2,80,0,9,2,3,4,0,0,4
29,No,Travel_Frequently,223,Sales,7,3,Marketing,1,105,3,Male,60,3,3,Sales Executive,2,Married,7800,2309,2,Y,No,23,3,4,80,1,19,2,4,11,0,1,3
26,Yes,Travel_Frequently,158,Research & Development,3,5,Life Sciences,1,106,3,Female,33,2,2,Laboratory Technician,1,Married,4684,12177,4,Y,Yes,14,4,3,80,0,4,1,4,1,1,0,1
36,No,Travel_Rarely,924,Sales,1,3,Technical Degree,1,107,4,Male,37,4,2,Sales Representative,4,Divorced,4186,4023,2,Y,No,20,4,2,80,1,18,3,1,14,0,0,1
32,Yes,Travel_Rarely,1237,Research & Development,7,3,Medical,1,108,4,Male,70,3,2,Research Scientist,2,Divorced,5237,21057,6,Y,Yes,18,3,3,80,1,0,5,3,0,0,0,0
26,Yes,Travel_Rarely,1069,Sales,4,4,Marketing,1,109,2,Male,58,3,5,Manager,1,Single,12748,23147,0,Y,No,19,4,2,80,2,22,5,4,14,0,2,1
44,Yes,Travel_Frequently,387,Research & Development,1,3,Medical,1,110,3,Female,88,4,3,Research Scientist,1,Divorced,8347,10774,3,Y,No,12,3,1,80,0,7,2,3,0,0,0,0
45,Yes,Travel_Rarely,558,Research & Development,2,4,Medical,1,111,1,Male,77,4,4,Research Director,3,Single,9749,8163,0,Y,No,16,3,4,80,0,4,6,3,0,0,0,0
36,Yes,Travel_Rarely,180,Research & Development,2,3,Life Sciences,1,112,2,Male,68,2,1,Laboratory Technician,3,Married,2514,15864,1,Y,No,19,3,3,80,2,3,3,2,1,1,0,0
32,Yes,Travel_Frequently,1012,Sales,1,2,Medical,1,113,3,Male,98,3,2,Sales Executive,4,Married,5350,13034,5,Y,Yes,18,3,3,80,1,10,5,3,8,5,0,8
27,Yes,Travel_Frequently,727,Research & Development,1,4,Marketing,1,114,4,Male,65,2,2,Laboratory Technician,1,Single,5704,13293,3,Y,No,13,3,4,80,0,8,3,4,5,0,0,5
37,No,Travel_Frequently,994,Human Resources,4,2,Human Resources,1,115,3,Male,57,4,2,Human Resources,3,Divorced,5042,25811,0,Y,No,13,3,4,80,2,10,1,4,1,0,1,0
35,No,Travel_Rarely,1185,Sales,1,3,Life Sciences,1,116,3,Female,38,3,2,Sales Representative,4,Married,5061,26477,2,Y,No,12,3,1,80,1,8,4,3,2,1,0,2
51,Yes,Travel_Rarely,271,Sales,17,4,Technical Degree,1,117,4,Female,51,4,4,Manager,1,Divorced,9187,5276,3,Y,No,16,3,4,80,0,12,5,3,4,0,0,0
43,Yes,Travel_Rarely,817,Human Resources,1,2,Other,1,118,4,Male,97,1,1,Human Resources,4,Divorced,1852,25902,3,Y,No,11,3,1,80,1,14,2,4,5,5,0,0
22,Yes,Travel_Rarely,246,Sales,2,3,Life Sciences,1,119,4,Female,98,2,3,Sales Executive,3,Divorced,7096,14265,1,Y,Yes,17,3,3,80,1,3,2,1,0,0,0,0
28,Yes,Travel_Rarely,489,Research & Development,5,4,Medical,1,120,3,Female,91,3,1,Laboratory Technician,3,Married,2470,26321,1,Y,Yes,19,3,4,80,0,30,4,3,21,1,2,5
41,No,Travel_Rarely,1326,Research & Development,2,4,Technical Degree,1,121,4,Male,66,4,5,Research Director,4,Divorced,12054,15526,3,Y,No,14,3,2,80,0,5,3,4,4,0,1,3
24,Yes,Travel_Rarely,1139,Human Resources,2,3,Technical Degree,1,122,4,Male,98,3,1,Human Resources,1,Married,2658,6321,1,Y,No,18,3,2,80,0,9,5,2,0,0,0,0
48,Yes,Travel_Rarely,1098,Research & Development,3,3,Medical,1,123,1,Female,32,4,1,Healthcare Representative,3,Single,2162,2658,1,Y,No,24,3,1,80,3,4,5,2,2,0,2,1
27,No,Travel_Rarely,1061,Sales,2,4,Medical,1,124,4,Female,64,4,5,Manager,3,Divorced,12677,6801,3,Y,No,23,3,1,80,1,12,1,3,3,0,3,3
19,Yes,Travel_Frequently,461,Human Resources,3,4,Other,1,125,3,Female,38,3,1,Human Resources,3,Single,2337,23196,3,Y,No,22,3,3,80,0,1,3,4,0,0,0,0
44,No,Travel_Rarely,610,Sales,1,3,Other,1,126,4,Male,57,3,1,Sales Representative,3,Married,2969,4631,2,Y,No,12,3,2,80,1,3,3,4,1,1,1,0
39,Yes,Travel_Rarely,302,Human Resources,4,5,Marketing,1,127,1,Male,32,3,1,Human Resources,3,Married,2642,8266,4,Y,No,14,3,3,80,1,4,5,3,1,1,1,1
48,Yes,Travel_Frequently,1020,Human Resources,6,2,Marketing,1,128,2,Female,92,3,1,Human Resources,2,Married,2679,25238,4,Y,No,21,3,4,80,1,7,3,4,5,1,1,5
39,Yes,Travel_Rarely,745,Research & Development,5,2,Other,1,129,2,Male,51,1,4,Manufacturing Director,1,Single,10238,7465,8,Y,Yes,20,3,4,80,1,21,2,3,13,0,0,3
26,Yes,Non-Travel,292,Sales,1,1,Marketing,1,130,2,Female,54,3,1,Sales Representative,3,Divorced,2490,21701,5,Y,Yes,13,3,4,80,0,2,3,4,1,1,1,1
31,Yes,Non-Travel,1036,Research & Development,7,4,Life Sciences,1,131,4,Male,68,3,2,Research Scientist,4,Married,5754,24557,3,Y,Yes,23,3,4,80,1,2,2,2,0,0,0,0
35,Yes,Travel_Frequently,480,Research & Development,2,3,Life Sciences,1,132,3,Male,52,2,4,Manager,2,Divorced,10140,26670,3,Y,Yes,24,3,1,80,1,7,5,4,0,0,0,0
39,Yes,Travel_Rarely,858,Research & Development,1,2,Life Sciences,1,133,3,Male,80,4,5,Research Director,2,Married,12234,6822,4,Y,No,11,3,1,80,0,4,4,4,0,0,0,0
35,Yes,Travel_Frequently,954,Research & Development,1,1,Life Sciences,1,134,1,Male,88,2,3,Research Scientist,2,Married,7262,14847,2,Y,No,15,3,1,80,1,12,3,4,3,2,2,0
38,Yes,Travel_Rarely,332,Human Resources,1,5,Human Resources,1,135,2,Female,34,4,5,Manager,1,Married,13253,25631,5,Y,No,11,3,4,80,1,14,5,3,6,3,0,0
49,No,Travel_Rarely,678,Research & Development,27,4,Life Sciences,1,136,3,Female,90,2,3,Research Scientist,3,Divorced,7535,5422,0,Y,No,19,3,4,80,0,5,0,4,5,0,2,4
52,Yes,Travel_Frequently,1476,Research & Development,9,2,Life Sciences,1,137,2,Female,78,2,1,Healthcare Representative,4,Married,2249,8233,4,Y,No,23,3,3,80,0,7,3,3,4,0,0,0
24,No,Travel_Rarely,668,Sales,10,4,Marketing,1,138,4,Female,62,4,2,Sales Executive,3,Divorced,5016,17057,0,Y,No,15,3,4,80,1,2,3,4,2,2,0,1
44,Yes,Travel_Frequently,325,Sales,1,4,Technical Degree,1,139,4,Female,74,3,1,Sales Representative,3,Single,1895,23698,2,Y,No,16,3,3,80,1,12,3,3,4,0,0,1
